"final_review","review_posPer","review_decision"
"Bought this for my brother for christmas who had been running low on space on his computer that just had the starting gb HDD that came with it from years ago I hadnt read that it was OEM originallyit is in the description though but I had SATA cables and screws from old HDDs and replacement parts and extra parts Ive had throughout the years of purchasing new HDDs and making external HDDs from them freeing up cables From testing it after installing it everything seems to be running great with it No loud noises no loss of space seems to be running fine So unless something happens to it in the future which I will update this post about this is getting  stars",50,"netural"
"Installed this bad boy when my PCs stock HDD went kerplunk a few years ago and I have never had one issue with it Works great and worked until nearly full had to get a portable to relieve it of some load Still working right now Highly recommended",75,"positive"
"What can I say A TB drive  RPM with a  MB buffer delivered to my door in two days I had no problems installing it with Windows  It just workedFive stars because this is a top performing drive  RPM  MB buffer but also was the least expensive  TB drive with similar specs at the time of purchase",33.3333333333333,"negative"
"I got this to go with my other one and I dont know if this is different but it is like double the physical size Both are TB and hard drives so I dont know why there is a si zee difference",50,"netural"
"Not as fast as my Seagate of similar specs but seems to do ok for now Been reading how these fail in a short amount of time with only lite to moderate use Time will only tell Currently using it in an Inateck USB  enclosure as a backup drive",0,"negative"
"Within  minutes of opening the box my new harddrive was installed and operating  Mount it in the PC plug in the Sata cable not included w drive plug in the power and boot up the PC  Go to Ctrl Panel Admin Tools Computer Management Disk Management right click on the new drive have it do a Quick Format click and assign it a Drive Letter   seconds later youre done and the drive is ready to use  minutes start to finsih no kidding  The drive is perfectly quite and seems really fast",50,"netural"
"I changed out my hard drive in my  year old computer the old one was tired and slow as a snail The new WD was excellent just unscrew the old one pop in the new one and reinstall windows No complaints computer runs X faster no joke with boot up times of  seconds on vista used to take minutes All around excellent purchase",50,"netural"
"Great TB hard drive it replaced a  year WD Cavier GB which decreased to GBThis new  WD Blue has mega storage and swaps out and loads EZ should have upgraded sooner",0,"negative"
"So far this drive has been great A fresh Windows  installation on this drive is booting up very quickly Western Digital never disappoints I have almost exclusively used Western Digital drives probably in the realm of a dozen drives and they all have worked flawlessly for years Never had one fail on me",50,"netural"
"Works great for a generaluse PC build For higher end go with a WD  EVO SSD as a main drive and a WD TB for data Red or Black depending on needBlue doesnt cost much less than the Red",100,"positive"
"After  months it is still working great  My old TB SATA Seagate was nearing its endoflife as indicated by SMART and SpinRite  So this was the perfect replacement",100,"positive"
"So happy to finally have my hard disk that is going into my gaming computer  Have a SCSI drive on the way but really wanted something to add to it for backups and having plenty of space without spending a fortune",50,"netural"
"Works well and have had no problem with it  Bought it to replace my Steam drive after it crapped the bed on me  Was the right size for the best price and have never had a problem with anything from WD",25,"negative"
"Hugelarge capacity Western Digital drive was needed to solve a storage problem  It more than enough satisfied the need for extra space  Good experience using Amazon",66.6666666666667,"positive"
"Ordered this it failed after a few hours Did the RMA with Amazon they sent me a new one with free  day shipping that one also dies within a few hours I will NEVER waste my money and time with WD Blue again I have never purchased them before and thought they would be able to handle a simple OS install and run yeah not so much Called Amazon they were happy to take these garbage HDDs back via an RMA and so I ordered the WD Black which I have ALWAYS ordered and have NEVER had an issue with them",60,"positive"
"Good performance reliable no issues thus far and I have owned it for about  months now My only complaint is the lack of space but I cant really factor that into a review on a clearly marked TB hard drive  would reccomend to a friend",25,"negative"
"Packed nicely and arrived in working order Pluged it in to the new build and it found it right away and havent had any problems with itI would recommend to friends to try western digital over Seagate but thats my personal recommendation",50,"netural"
"Always worried about TB dying with so much data loaded close to a year and no issues Reads quickly off of my little USB  Vantec toaster",0,"negative"
" TB WD Blue Works as it should All my drives are WD Love em I use this in conjunction with a USB  SATA dock for my backups Fast and secure",100,"positive"
"I was happy with the great pricing at   I need a new hard drive to replace my Seagate Barracuda So far the WD TB  drive works very well its very quiet yet fast Installation was a breeze and Windows setup went through smoothly",66.6666666666667,"positive"
"Easy to set up and a decent product It did not come with sata cables thought so if you are getting this product I would also get this Mudder  Pack  Inch SATA III  Gbps Cable Red",NA,"negative"
"The WD Blue drives are solid desktop allaround devices Quiet and fast",100,"positive"
"Ive owned one of these before and the previous one I got Made in Apr has been working flawlessly but this one Made in Oct died within  days of being installed Maybe I got unlucky but anyway I got dissapointed",0,"negative"
"Working well in my NVR No problems and good storage amount Disclaimer I paid full price for this item so my review was not paid for",50,"netural"
"I have  of these on one computer I keep adding them as needed and have the had a single problem with them in my  year old computer",0,"negative"
"I selected this due to benchmarks and not the size of the drive I was able to do an AB comparison with a current GB WD in the same computer build and this one does prove out the benchmark specs Id go to this instead of SSDs if you need the size or for XP builds",NA,"negative"
"Nice large storage for growing data needs  I remember when Gig was a big deal and when G seemed overkill  Now we know better",100,"positive"
"Have always used WD and will continue to never had a problem except this time Not with the drive but with their cloning software offered on their site Terrible software in my experience Used Macrium Reflect  its free  without problemsMike",50,"netural"
"Got a Red NASware  drive vs the blue I ordered Correct size RPM and buffer I ordered After some research apparently the red is better anyway so no complaints",50,"netural"
"Dead on arrivalLuckily this one died before the amazon coverage ended so I can get my money backDone done done with WD",0,"negative"
"Got this for my son  After all this time it is still going strong  He says he needs a bigger hard drive dont know how he could fill this one",50,"netural"
"Hard drives either work or not upon receiving them After that it is a question of how long they will last I just received this one It spun up and worked right away Too bad my computer is only a SATA system so Im not able to get the full speed available in this driveI bought this SATA  drive because they are cheaper than the older STAT drives That often happens with electronics I also priced DDR RAM which my computer takes wow they are so expensive compared to the newer DDR RAM boardsIf this drive dies too soon Ill repost here and change my rating if that is what it deserves",50,"netural"
"I purchased this hard drive to add to an older Dell desktop computer  The drive is easy to install and works well for my purposes data storage  Be aware that this particular product package contains the hard drive only  There are no instructions SATA cable or screws included for the installation  If you are simply replacing an existing hard drive this should not be an issue  But if you are adding this as a second hard drive you will need to purchase those additional parts  The ones I purchased were StarTech Replacement PC Mounting Screws Long Standoff   Pack SCREW and Monoprice inch SATA Gbps Cable wLocking Latch  Black which worked perfectly  If you are not familiar with how to install a hard drive there are numerous videos and instructions available online that are just a Google search away",25,"negative"
"I may update thisIve had this drive for about   years and have been using it as storage in my PC for movies music backup of OS drive So the drive gets moderate use no executables infrequent writing etc Before the days of SSDs I only used WD and have had drives that have outlasted multiple computers with pretty rough use In fact I still have an old  GB that has lived through at least  computers and has run XP Vista  and still works it is just too small and slow for any purpose at the moment So I have come to expect a pretty high quality product from WD Now that WD has all sorts of color coded drives I am wondering if the baseline Blue model is garbage and the higher end Black drives are just the quality of their old drives at a new premium priceNow this drive hasnt failedyet I started getting a variety of warnings from Windows and at start up that the drive has gone bad This may just be a false detection and might just need a check I did try a check through windows but my computer became barely responsive so I am going to go another route However I am waiting on a new drive to back up his one in case I end up frying the whole thingSo like I said pending results of me backing up this drive and checking it for a fix I might update this review For all I know these warnings are just the equivalent to a cars check engine light coming on at certain intervals to get you to come into the dealership and spend more money But if it actually is crapping out really think less than  years is pretty mediocre for the life of a WD HDD",63.6363636363636,"positive"
"I bought this to upgrade my PC which came with WD Blue  GB  I cloned my previous internal drive to this one using WDs Acronis program using the new TB as an external drive with a SATAIDE to USB  cord while leaving the  gb hard drive inside  I swapped the new  TB hard drive in and it had no trouble booting up right into Windows   I did need to downloadupdate drivers and then my PC required a reboot  Its working perfectly  Everything is exactly as it was on the old drive but now I have access to much more storageIf youre looking at this to upgrade from SATA II SATA III is twice as fast and it will probably result in a noticeable improvement to your PCs performanceIts worth noting that if youre adding this as a nd hard drive it does not come with any cables but there are plenty of options on Amazon that are inexpensiveFor people who arent experienced working inside a computer adding or exchanging a hard drive is quick and simple  Just make sure you read your owners manual and take appropriate safety precautions",40,"negative"
"Yeah this was a nice grab I needed the extra drive space and this was just what I needed at the price I found real affordable Install was quick and easy The drive does need to be initialized so that your system will recognise the new space available and I did stall for a bit trying to find out how to do that It turned out to be quite easyFor those who need the assist with initializing Click the Start Orb  rightclick on Computer  select Manage  under Storage select Disk Management  rightclick in the grey area of the unknown drive and select Initialize  pat yourself on the back and then format the drive as you desire",60,"positive"
"I bought  of these for a Synology DSj I have been running these in a RAID  for over  months now with no issues They are quiet drives and the ReadWrite speed is adequate for what I needThey shipped as expected and were properly packaged for electronicsAs with anything there are bad batches It seems that particularly with hard drives you can get bad batches I work in the software industry and we use these regularly We get bad drives or drives that fail all the time It seems that this is the norm and not a representation of this drive itself",14.2857142857143,"negative"
"Purchased this along time ago its still working great  Have no complaints usually dont trust this brand but its worked out wellI dont know anything about the internals but I use this for MKVs which are very large and Ive used this consistently day and night since I bought it",66.6666666666667,"positive"
"Although this is just a blue drive it is pretty speedy and you cant beat WD I am a computer pro with over  yrs experience in the industry A certified for the past  yrs and I prefer WDs drives as theyve always worked good for me",100,"positive"
"Over the years I have bought almost every brand of HHD on the market  I keep coming back to Western Digital because they are quality drives and maintain excellent data integrity  Even the lowend WD Blue TB SATA  Gbs  RPM MB Cache  Inch Desktop Hard Drive WDEZEX is a very good choice for the average user like me  Its  PRM makes data retrieval quick and the MB cache keeps frequently used data instantly available  Playback of movies and audio is seamless  Its vast storage capacity allows me to keep many years of pictures archived and ready to view instantly  For my money this is the best desktop HDD for the average computer user",100,"positive"
"I am a Network EngineerSystems Designer so I go through a ton of Hard drives in builds and my work in generalThis is the best all around hard drive made in my honest opinionHere is why FastIs it as fast as the WD Black version  Not quite but when you take the total performance and not select read times it matches up well  It is not noticeably slower  only with benchmarks on specific results  Ive replaced many Black drives with this drive for reason number  Quiet  Quiet  Quiet  This is a big deal these days with many of my builds  People dont want computers they can hear and with current technology there is no reason you should hear your computer sitting next to you even with the top of the line cutting edge overclocked CPUs GPUs etcNow SSDs are practical now in price but not practical for large Data drives  So the best option for now  is to run a GB SSD Get Intel its worth the extra money and then Platter Drives for your Backup Data Video etc  This is the primary use of the Blue WD Drive hereFor a Data drive in my case  However this can be used as a primary and ONLY drive in a computer system quite well and is quite fast dont misunderstand meIt is reliable from my own experience it has a lower fail rate than the Blacks  The platters are in a better layoutdesign And again its quiet  It is inaudible  so if building a system for quietness  This is your drive  Under  for a terrabyte you cant beat itMust buy",61.5384615384615,"positive"
"Works as intended I hope I will get at least a  year yield on this until SSDs become more adequately priced",100,"positive"
"Nothing special besides how HDDs even work In seriousness it works well and I have had no problems after two years",0,"negative"
"Seems to work well It is a HDD though It will work good until it fails lol hopefully get  years or so",75,"positive"
"Wasnt my first buy on one of these my primary system drive is the same on and i was pleased with that so i had to buy another one for more internal storage good read and write speed and thus far no problems",50,"netural"
"Good external storage drive  I just pop it into an external SATA bay and copy tofrom when I need it",NA,"negative"
"Its great With the evolution of video games and given the fact that infinity ward released a cod game this past year that was over gbs this is essential",100,"positive"
"best hhd for installing  drive and gaming  not an ssd but not the cost either  have had other brands but these to me far excede them for reliabilitywish it came in  tb  skips to  tb from ",100,"positive"
"Ive not had any problems with this hard drive Its a good solid userfriendly piece of equipment",50,"netural"
"Just what I needed for my games",NA,"negative"
"Excellent product easy to install and set up My old HDD bricked on a Friday I ordered this at pm that day and Amazon had it to me within  hours on a Sunday Would definitely recommend",100,"positive"
"WD Hard drive have always been great to meThis one is no exception Easy to install and all that really needs to be done once you receive the drive is Initiate if you are using it as external hard drive I got it to work on a MAC and i have purchased another for windows PC Both worked perfectly On the MAC it requires you to initiate the drive first before you can actually install the OS Instructions are onlineThe hard drive i installed on Windows PC is actually being used as a server so its always running and the hard drive is never in asleep or turned off and a little over a month in and still going as it came out the boxWould recommend to anyone",42.8571428571429,"negative"
"Hopefully just a one time occurrence  but after using the hard drive for about three weeks I noticed its performance slowly declining and finally no longer booting up with a very distinct clicking noise coming from it  Since within  day return policy limit I am getting a replacement and will write a second review andor edit this one with further details  But as for first impressions this is not the bestAfter having the hard drive for about  months I am pleased to say the replacement is still working with no other complaints",20,"negative"
"My original hard drive failed and i was looking for a replacement that replacement ended up being a toshiba laptop hard drive on my desktop with about g of space only around g of usable storage due to system and such but ordered this afterward for my storage needs and it runs great Ive had no problems in the months Ive been using this fits all the games I need it to and runs them pretty fast for the price Id say its a decent deal make sure to get a SATA cable with it if you dont have one since it doesnt come with one",28.5714285714286,"negative"
"Theres not much to say about Western Digital Theyre reliable theyre fairly quiet they dont use a whole lot of power Theyre just what they need to be Sure there are more expensive and larger drives out there but by god this one has the price point that screams Buy me for your NAS you cheap bastard and so I didI would say that I have an additional TB of space in my NAS but unfortunately this one is being used as a hot spare so no extra space for me But the nice thing is it was pretty cheap And I like being a cheap bastard",50,"netural"
"Hard drive failed after about  months if that not worth buying another Cheap product cheap quality Constantly would boot up and computer would say no boot file or computer would randomly crash during game play or youtube videos",25,"negative"
"There is simply no better bargain when it comes to HDDs Western digital is my preferred manufacturer and as an IT professional  I have a lot of experience with other companies I am using this drive in the custom PC that I built over the summer for personal use If you are looking for speed  I would suggest buying this drive to be used in tandem with a smaller solid state drive I installed my operating system to the Solid state for awesome boot and shutdown times and use this drive for a larger memory capacity  Very pleased with this purchase",83.3333333333333,"positive"
"Ah yes The Infamous Western Digital Blue  TB Hard Drive The Optimal Drive for the up and coming PC Gamer What is there to say about it While there is the good boot up times good shut down times respectable data transfer rates a solid  TB storage capacity and a long enough lifespan for a gaming PC until you upgrade If you get it be prepared to purchase more as it will quickly fill up as you fill it with a library of Triple A titles that can range anywhere between  GB in size This means you could roughly stuff anywhere between  Triple A titles from a Console onto it",100,"positive"
"I have a GB WD drive that ive had since around  which has never had any issues and been great  As such when I was looking to get more space I went with WD again and picked up this drive a year and a half ago or so  Last week that new drive failed so I ordered a new one assuming it was a fluke given my old WD still works like a charm  Ive now tried the new one of this drive in two computers and it doesnt work at allDOA I wouldnt swear off WD as a whole yet but I certainly wont be buying any more of this drive",60,"positive"
"Using it for Program Files  steam games Perfect",NA,"negative"
"WD Blue is an excellent alternative to the more expensive WB Black of the same size Of course it is slower than a SSD but if youre just looking to expand your HD then this is an obvious choice for the PC gamer Dont expect to be loading high end games as quickly as on a SSD You can if you wish to But games like Minecraft wont suffer reallyat allwith this drive Try it out",80,"positive"
"This is the first blue I have purchased but the third WD two blacks The WD Blacks were  dead fastnot dead This one I should have installed right away but I moved twice in a short period and waited a couple of months It worked fine for the first three weeks then began crashing more and more as I accessed files Now its got a gig of stuff on it but its deactivated in my case occasionally I try to pull something off of it At any rate I feel pretty burned out on what is supposed to be one of the best companies Next time Ill ignore reviews and shop for something else",50,"netural"
"After  months it is still working great  My old TB SATA Seagate was nearing its endoflife as indicated by SMART and SpinRite  So this was the perfect replacement",100,"positive"
"This is simply the best hard drive for your money  TB is likely all you are going to need if you dont download every movie in existence or have a massive library of gamesPros Plenty of space Decent Speed for a hard driveCons Its speeds are nowhere near that of a Solid State Drive SSDIf you have an extra  to spend on storage you might want to consider buying an SSD There are WD Blue SSDs now and you might want the better speeds If you are on a budget you have found the storage drive you are looking for",66.6666666666667,"positive"
"Just what I needed for my games",NA,"negative"
"Bought this hard drive for a gaming computer that my son and his friend built  The hard drive first of all is a fantastic price for the size and speed  The drive is quiet and working great  Ive replaced hard drives in laptops in the past and WD is my goto hard driveI guess when youve used something in the past that worked well you tend to stick with them  So Im a big believer in Western Digital  I dont know much about the rest of the HD except to say that when I researched what to get this fit my sons needs and the price was so great that he had extra money left over for a new gaming keyboard",55.5555555555556,"positive"
"Like all western digital drives this one is sitll going strong  hours on the clock with no stopping or power downs for build quality as usual for read and write speeds on a budget for looks quietness and power effiecencyBest drive you can get for the budget",33.3333333333333,"negative"
"I got this to go with my other one and I dont know if this is different but it is like double the physical size Both are TB and hard drives so I dont know why there is a si zee difference",50,"netural"
"Great TB hard drive it replaced a  year WD Cavier GB which decreased to GBThis new  WD Blue has mega storage and swaps out and loads EZ should have upgraded sooner",0,"negative"
"Fast installed easily XP service pack  installed flawlessly  THEN malware attacked when trying to get IE  working properlyMalwarebytes  free software download removed the malware from the WD  TB diskIE  worked so badly that we were forced to switch to FirefoxInstalling a new hard drive is easier than trying to get malware off an old diskDesktop now boots fast compared to old drive infected with unwanted hard or impossible to remove softwareOld SATA drive now used as secondary driveSearch for WD TB SATA XP installation for tutorial on WD  TB disk and XP installationLeo Notenboom adds  Malwarebytes I throw Malwarebytes Antimalware into a classification by itself Its not really an antivirus tool per se In their forums youll often see the support staff recommending antivirus tools to install alongside Malwarebytes But I cant really call it an antispyware tool either  Whats important is that it continues to have a very good track record of removing troublesome malware that other packages sometimes miss  Malwarebytes AntiMalware comes in two versions free and pay The free version is a fully functional standalone manual scanner I often recommend it as an additional tool when removing malware or when malware is suspect The paid version adds realtime scanning and scheduled scanning and updates",41.1764705882353,"negative"
"Now i havent received this WD Blue just yet because i just ordered but from what i had seen the company is a great company I recentlycurrently is using one of the WD Blue right now as my backup drive it is connect within the modem so it is there when i needed because the main hard drive is small i havent had any problem with it and it been working well for me Its the same model is this one so i had trust in them and i also had try those other kind of hard drives out thereI can say the least that WD Blue is a great hard drive compared to those other one now if this one came and have some problem i know i can return for a good working one so i have no issue to it I can understand that others may get a bad one or didnt work right it just depended on how youre using it most are using to be backup or to be main or just put it in there just in case something happens I think WD is a good brand to use and i recommend it to everyone else out there",50,"netural"
"I use this in my security system and have had no problems with it very good",33.3333333333333,"negative"
"Very fast drive just wished it had a backup app like seagates backup plus",100,"positive"
"Its WD Blue  that says it all  if want better hdd get a Black",100,"positive"
"Product of excellent quality service exactly as expected simply amazing and highly recommended",100,"positive"
"Was good while it lasted sarcastic face but  months usage is ridiculous Got this HDD  April st  and its now August st and the drive is dead smhwaste of money I should of got the warranty sad face This is the nd WD HDD to do this to me in a year I have another brand HDD for  years now and it has never crash NO MORE WD DRIVES FOR ME THANKS",16.6666666666667,"negative"
"very fast HDD very impressed how cheap it is but how fast it preforms",100,"positive"
"Love this Western Digital hard drive If you need reliability and low cost buy WD for your computer upgrade",0,"negative"
"I use this to continually back up from an SSDperfect and priced well WD has a decent reputation for reliability too",NA,"negative"
"Solid storage drive for your mediaPC Quiet Not a huge power hog",100,"positive"
"Decent harddrive  They simply work  Ive used Sete but just like these better",100,"positive"
"WD Blue is the Drive for YouWith over years in the communications and IT life I can strongly recommend the Western Digital Caviar Blue series internal hard drives I am now twice retired but I still build my own systems and also serve as the TIC Technician InCharge and as the system builder for my familySuitability To Task I use the Western Digital Caviar Blue hard drives as the Boot Drive and Primary  Active Partition This includes the Operating System  In our case Windows  Ultimate Bit  I have  WD Blue drives booting my network now  I bought the first WD Blue drives years ago give or take a month or two  This purchase makes my fifth th in the WD Blue line The first ones are now over years old with very heavy use as primary boot partition and Windows  Ultimate Bit installation drives on my  PC HomeOffice NetworkWD Blue  TB Desktop Hard Drive  Inch  RPM SATA  Gbs  MB Cache  WDEZEXWith the initial  GB Blue Drives I only made one partition for OS  Critical files and applications Note I actually said Applications as I am not cool enough to say apps  With the new reviewed  TB WD Blue hard drives I am making a  MB Boot Partition  Active  OS Windows Bit drive and a second  MB Files partition Windows and your applications will have better performance on a smaller partition as the OS does not have the burden of reading a large partition for each readwrite search  index actionI use these drives to store and serve over  TB of Movies and over  thousand MP Audio Files Movies  Music All Purchased Legally Of Course as well as thousands of other files for fun and for archive of documents and general correspondence I also archive all the familys digital photography Our network uses TVersity Media Server Pro and my X Box  to watch movies and listen to music in the great roomI started with the GB Blue drives and am in the process of upgrading to the  TB drives  None of the  GB drives has had a failure or a problem They run fast stay cool Are whisper quiet and very durableIn the same year period that the WD Blues have been booting and running my systems I have lost  three Samsung drives purchased at the same time and  two Seagate drives  The Seagate and the Samsung drives did not get as much use and yet they died hot noisy and way too soon  At the time the Samsung and the Seagate drives were a tick cheaper  They now rest in the bottom of a land fill and I would never recommend them for any use except as a blunt instrumentColour Confusion  WD WDFBLUE For most applications the WD Blue is drive for You As stated aboveGREEN Even though I am a treehuger at heart WD Greens are not to be seen  A good green idea or at least a hippy marketing idea but WD Greens have a much lower MTBF with thousands of reported problems and a very high datalossBLACK Black is Beautiful but these drives are over priced and overkill and typically over hot for most users The technical specification and performance characteristics are so subtle that most users will not notice any difference in Black  Blue You do get the SuperGeek WD Black bragging rightsThe year Black Drives warranty is nice but it is cheaper with the BlueBlue Note you can by Blue with an Extended Warranty and have the same year warranty for less moneyConclusion WD Blue is the Drive for You",47.3684210526316,"negative"
"I bought two of these SATA  drives and use them in a raid  configuration on a SATA  Asus x PT SE boardTheyve worked great since my purchase five months ago AIDs benchmark for Random Read is an average of MBs and Linear Read average of  MBs as I write this review on I just ordered two SATA  SSDs to replace the WD Blues I wont get the full benefit of these drives running on aSATA  board but I am curious to see how they stack up against my WD Blues I expect to be very happy with thereplacementsAll four of these drives will come in handy on my Z  Intel Core iK SATA  build and possiblythe new x board if I can afford such a build",100,"positive"
"Good quick hard drive Plenty of space  I bought a blue and black one  I use the Blue for user files and the black for my multimedia files  Both have been running now for several months with no problems  Really thats why I bought them I like WD to start with and these had great reviews",40,"negative"
"Great product TB  RPM and  MB of cache What more could you ask for Nothing but I did find that this drive felt a bit slow after Ive been spoiled with solid state drives on all of my computers PCIE SSDs in some cases too Id only suggest this drive over an SSD if  the amount of space is really required or  this is a secondary storage drive for music movies and pictures",100,"positive"
"Good as a storage HDD In my mind if you get a SSD theres no reason for you to have to spend the extra money to get a WD Black HDD Just take that money and get more TB of space on the blue or put the money towards the other components youre upgrading Highly satisfied I always  buy WD my WD Black that I took out to replace with this and the Samsung  EVO is still kicking  years later so they make good stuff",66.6666666666667,"positive"
" TB WD Blue Works as it should All my drives are WD Love em I use this in conjunction with a USB  SATA dock for my backups Fast and secure",100,"positive"
"Love this hard drive Its a very standard TB hard drive and its does what you need it to doIts not as fast as an SD hard drive but it is much cheaper Ive had mine for over two years now and have never had an issue with itI am debating buying another one soon because I have almost filled my current one off Its a good thing they are really cheapIf youre building a computer or for some reason need a cheap hard drive I would recommend this going to buy another one",33.3333333333333,"negative"
"Always worried about TB dying with so much data loaded close to a year and no issues Reads quickly off of my little USB  Vantec toaster",0,"negative"
"Works perfectly in my desktop as a replacement for a drive that failed suddenly One of the last Intel mobos with an Ivy Bridge processor running Ubuntu Linux  LTS OS installed without problems No problems noted Speed is as expected",25,"negative"
"Hugelarge capacity Western Digital drive was needed to solve a storage problem  It more than enough satisfied the need for extra space  Good experience using Amazon",66.6666666666667,"positive"
"Excellent I am happy with the purchase of this product I would buy it again",100,"positive"
"Used as an upgrade for my Tivo replaced the existing hd",NA,"negative"
"Plugged it in and it worked What else is there to say",NA,"negative"
"Great drive I recommend to anyone able to install such devices",100,"positive"
"What more do you want TB of reliable storage at rpm all for under  sign me up for another if i ever fill it",100,"positive"
"Do not let me comment Haha what are you afraid of",0,"negative"
"Speed of my new SSD NOPE Still fast Heck yes it is All of my media files go here along with new programs I have over GB of of music pics and videos and I just love this new drive",100,"positive"
"Works as expected  Great western digital quality",NA,"negative"
"Delivered quickly no issues with install I dual boot Ubuntu off it definitely slower than my solid state but overall solid transfer speeds Would purchase again",66.6666666666667,"positive"
"Great storage quick access Highly recommended",100,"positive"
"These HHDs seem to be the most stable and reliable Ive found I have two now and will have one or two more in the near futureGood job WD",100,"positive"
"Perfect for the   iMac worked like a charm no issues at all Was a little tedious to install it as I had never opened an iMac before but was worth it",75,"positive"
"fully installed windows  and all filles in  hrs ",NA,"negative"
"No issues good storage size good price Need more storage Get one of these",100,"positive"
"My hard drive does not work how do I get help with it being replaced",50,"netural"
"Fast and quiet  Two things necessary in todays computing environment",NA,"negative"
"Western Digital is affordable and reliable Great if you pair it with an SSD as I did",NA,"negative"
"Its working fine in my DVR No complaints here",100,"positive"
"My son is very happy fast delivery good price",100,"positive"
"great harddrive for dvd for security cameras",100,"positive"
"Did not come with sata cable which meant I had to order one online and wait a few more days after recieving this Once I had the cablesBought a pack I attempted to Format into NTFS and what happened after min Its failed It set itself to raw So I removed it and attempted to do a normal Format It sat at  for an hour moved to  suddenly and sat there for  hours then failed again I ran a disk check on it and everything came back green until I ran individual checks on the HD instead of an overall and everything failed I have since contacted WD about it and hopefully they rectify the issue Until then Star for a Broken Product",25,"negative"
"Must have for all Computer Rigsif your building a computer buy this as an extra hard drive comes in handy",0,"negative"
"Ordered this for my husband  He loves it",NA,"negative"
"You spin me right round babyright round",NA,"negative"
"Again WD great stuff Will update if the drive ever fails",50,"netural"
"Nice hard drive for my security cameras Works reall good",50,"netural"
"Good Price and WD drives are reliable",NA,"negative"
"Had it for  years and still going strong on mu custom pc",100,"positive"
"Worked well with my ancient Dell tower despite having high capacity compared to original",NA,"negative"
"hasnt died yet its been a few months",0,"negative"
"Replaced an old Western Digital  Blue Cavier hard drive that crashed So far so good",50,"netural"
"Great drives for upgrading computers",NA,"negative"
"First time Western Digital hard drive buyer and so far so good",50,"netural"
"Great drive Running VMs in a home lab",NA,"negative"
" recommended quality product installed and working in perfect condition definitely buy a pair more excellent packaging very protected",100,"positive"
"Product is exactly as advertised",NA,"negative"
"Does what it says nothing special",NA,"negative"
"Installed this just before Christmas  and have had no problems Thus far it works like a champ",33.3333333333333,"negative"
"Excellent product at a great price",100,"positive"
"Sturdy  years later and still going strong",100,"positive"
"I love the Western Digital drives Ive not had one fail on me yet unlike drives from other companiesSo far three out of the four computers in this house use them and the fourth doesnt because its a laptop Now a fifth computer will be making use of these drives as we are building a new computer for my roommate Naturally I recommended my roomate get Western Digital drives because they have served me so well in the past",66.6666666666667,"positive"
"Based on my history do the following Download the Arconis softwareInstall the drive and clone the original to the new drive mine was gb to Tb it took about  minutesAfter install when booted to new drive I had a calendar issue when starting WLM many people have noted this issue on GoogleDuring numerous Google searches I needed to install the latest intel RST drivers this is the issueOnce I did that everything was fineThe drives are quiet vs my older green gbWhile only a few days everything is working wellThe new driver is key to the WLM issue",NA,"negative"
"Installed this bad boy when my PCs stock HDD went kerplunk a few years ago and I have never had one issue with it Works great and worked until nearly full had to get a portable to relieve it of some load Still working right now Highly recommended",75,"positive"
"Dead on arrivalLuckily this one died before the amazon coverage ended so I can get my money backDone done done with WD",0,"negative"
"UPS left the package on my front steps in the freezing rain They did not even ring the bell and this package had to have been out there for at least an hour The box on the inside was dry but this drive was so cold I was afraid it would sweat as it warmed up cause moisture damage I gave it an hour or so to come to room temp then used it to replace my existing hard driveI used Acronis True Image WD Edition Software to clone the drive and it was flawless and easy to useI recommend the WD Blue TB SATA Gbs  rpm If I need a drive in the future I will purchase this againUsing a well ventilated gaming case you can hear this thing writing but under normal use it is not loud and does not get hot",40,"negative"
"The drive is working fairly well at this time No issues with the formatting it and getting it up and going on my PC",NA,"negative"
"Nothing earthshattering to report which is a good thing This drive was recognized immediately by my system and it serves its intended purpose well  data backupThis drive is not  RPMs and as such is not ideally suited for video editing backups and general tasking  storage is what this drive handles bestIf your budget permits pick up a couple to have on hand for redundant data backupThis is a solid drive for the money  highly recommended",100,"positive"
"I dont have the numbers in front of me right now but I ran some tests on my hard drive after it was installed to verify that this drive would actually perform as well as the passmark tests said it did Passmark btw is software that tests hardware across many computers and compiles the results to see how well different pieces of hardware perform Anyway this particular hard drive outperformed almost all other hard drives other than the solid state drives of course and was far less expensive than its competitors I was very pleased to find out that it performed just as well as passmark claimed it did from other testersAs to stability since day  this drive has given me no problems Beyond that I have not tested power consumption or heat dissipation Im not that much of an enthusiast I just know it was relatively inexpensive and performed right up there with the best According to passmark the WD Velociraptor only performed about  higher than this drive yet costs four times as much This drive is a real steal for the quality youre getting Besides its got a  year warranty",33.3333333333333,"negative"
"This kitten liked this hard drive  It works great in its Dell Optiplex  desktop PC as the primary drive  Its quiet and although its not competitive with SSDs in terms of performance its quick enough to make Windows  responsive and very usable  The price for the capacity is really hard to argue with so if mew need lots of storage space and dont wanna pay bunches of money a TB Western Digital desktop hard drive is a really good choice",55.5555555555556,"positive"
"Recently built a computer and only put an SSD in it because I had an external drive Well the drive was very old and started to corrupt the files on it needing a reliable cheap replacement I had heard nothing but great things about the WD Blue TB HDD It does its job and gives so much value for the price and capacity And it was very easy to install All in all a great product and I will be looking to WD for all of my storage needs from now on",100,"positive"
